document,document_id,arm,arm_id,Outcome value,manually-added outcome value,remove paper,Will be fixable in EPPI - will need to update the JSON file,will need to be fixed via supplementary file merge,Combined follow up,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed
Simmons 2013.pdf,263257,Web-nutrition,372,9.8,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77,52.4,46.63,-,0,0,0,82
Simmons 2014.pdf,423244,FFB,2132,-,,1,,,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8,-,15.2,-,0,0,0,504
Simmons 2014.pdf,423244,UCC,2133,-,,1,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.8,-,15.2,-,0,0,0,504
Simmons 2018.pdf,437565,Standard Repeated Mailings,2805,28.8,,,,,130.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.5,66,20.5,-,0,0,0,614
Simmons 2018.pdf,437565,Traditional Self-help,2806,23.3,,,,,130.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.5,66,20.5,-,0,0,0,638
Simmons 2018.pdf,437565,Intensive Repeated Mailings,2804,33.4,,,,,130.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.5,66,20.5,-,0,0,0,622
Simmons_2007_Secondary Smoking Prevention in a University_10.10370278-6133.26.3.268.pdf,263045,Exp-Smoke intervention,114,9.9,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,-,55.4,-,0,0,0,-
Simmons_2007_Secondary Smoking Prevention in a University_10.10370278-6133.26.3.268.pdf,263045,Exp-Nutrition intervention,115,1.4,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,-,55.4,-,0,0,0,-
Simmons_2007_Secondary Smoking Prevention in a University_10.10370278-6133.26.3.268.pdf,263045,Standard,116,12.5,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,-,55.4,-,0,0,0,-
Simon 2003 DONE IN PILOT.pdf,263259,Intensive counseling + telephone follow-up,374,29,,,,,52.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,55,2,23,Mexico,0,0,0,102
Simon 2003 DONE IN PILOT.pdf,263259,Minimal contact intervention + transdermal nicotine,375,20,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,54,3,24,Mexico,0,0,0,107
Sims 2013.pdf,296313,Self-help,569,6.5,,,,,26.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,57.2,15.4,United States,0,0,1,201
Sims 2013.pdf,296313,Counseling intervention,568,6.7,,,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-,61.2,16.1,United States,0,0,1,209
Skov-Ettrup 2014.pdf,319603,Untailored text messages,677,14.5,,,,,52.2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.5,58.3,15.6,Danish,0,0,0,975
Skov-Ettrup 2014.pdf,319603,Tailored text messages,676,17.9,,,,,52.2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.4,60.3,15.4,Danish,0,0,0,1055
Slama_1990_The effectiveness of two smoking cessation.pdf,252908,Control,79,8,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,Australia,0,0,0,106
Slama_1990_The effectiveness of two smoking cessation.pdf,252908,Simple advice,78,5,,,,,-,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,-,-,Australia,0,0,0,104
Slama_1990_The effectiveness of two smoking cessation.pdf,252908,Structured Behavioural Change,77,12,,,,,-,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,Australia,0,0,0,101
Smit 2016.pdf,423042,computer tailoring and counseling,2020,15.1,,,,,52.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,48.1,63.2,-,Dutch,0,0,0,93
Smit 2016.pdf,423042,computer tailoring without counseling,2021,26.7,,,,,52.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.8,58.3,-,Dutch,0,0,0,75
Smit 2016.pdf,423042,usual care,2022,18.8,,,,,52.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.1,57.1,-,Dutch,0,0,0,64
Smith 2001 primary paper.pdf,263260,MI / Supportive Group Counselling (MIS),377,13,,,,,4.35,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,0,0,-
Smith 2001 primary paper.pdf,263260,CBT/ Skill Training Group Counselling,376,10,,,,,4.35,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,0,0,-
Smith 2001 primary paper.pdf,263260,Brief intervention (BI),378,18,,,,,4.35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,55,-,-,0,0,0,-
Smith 2013.pdf,296315,2 weeks NRT (Nicotine patch + gum),580,-,,1,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41.9,57.6,20.7,-,0,0,1,-
Smith 2013.pdf,296315,6 weeks NRT (Nicotine patch + gum),576,-,,1,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41.9,57.6,20.7,-,0,0,1,-
Smith 2013.pdf,296315,2 weeks NRT (Nicotine patch only) + medication adherence counseling (MAC),581,-,,1,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41.9,57.6,20.7,-,0,0,1,-
Smith 2013.pdf,296315,6 weeks NRT (Nicotine patch only) + medication adherence counseling (MAC),577,-,,1,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41.9,57.6,20.7,-,0,0,1,-
Smith 2013.pdf,296315,2 weeks NRT (Nicotine patch + gum) + medication adherence counseling (MAC),579,-,,1,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41.9,57.6,20.7,-,0,0,1,-
Smith 2013.pdf,296315,6 weeks NRT (Nicotine patch only),578,-,,1,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41.9,57.6,20.7,-,0,0,1,-
Smith 2013.pdf,296315,6 weeks NRT (Nicotine patch + gum) + medication adherence counseling (MAC),575,-,,1,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41.9,57.6,20.7,-,0,0,1,-
Smith 2013.pdf,296315,2 weeks NRT (Nicotine patch only),582,-,,1,,,26.1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41.9,57.6,20.7,-,0,0,1,-
Smith 2014.pdf,423123,Culturally Tailored Treatment (CTT),1944,14,,,,,26.1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,40.1,60,14.8,-,0,0,0,50
Smith 2014.pdf,423123,Standard Treatment (ST),1945,22.6,,,,,26.1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,39.4,64.2,13.9,-,0,0,0,53
Smits 2016.pdf,280787,Exercise (ST+EX),381,23.3,,,,,130.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,United States,0,0,0,7
Smits 2016.pdf,280787,Wellness education control condition (ST+CTRL),382,10.2,,,,,130.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,United States,0,0,0,6
Snaterse 2018.pdf,437567,Intervention,2611,50,,,,,52.2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,58.7,22,-,Netherlands,0,0,0,172
Snaterse 2018.pdf,437567,Usual care,2612,46,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,58.7,22,-,Netherlands,0,0,0,166
Solomon 2000.pdf,296316,Patch + support,583,20,,,,,26.1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.9,-,6,-,0,1,1,106
Solomon 2000.pdf,296316,Patch only,584,15,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.2,-,6,-,0,1,1,108
Solomon 2005.pdf,296317,Experimental,585,28.7,,,,,26.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33.7,-,23.6,-,0,0,0,171
Solomon 2005.pdf,296317,Control,586,19.5,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34.8,-,23.6,-,0,0,0,159
Sood 2009.pdf,296318,reactive telephone counseling,587,0.14,,,,,52.2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42.84,61.5,23.19,-,0,0,0,261
Sood 2009.pdf,296318,self-help,588,0.15,,,,,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.48,63.5,22.01,-,0,0,0,260
Sorensen 2007.pdf,296319,Intervention,589,19,,,,,26.1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,40.3,6,-,US and Canada,0,0,0,134
Sorensen 2007.pdf,296319,Control,590,8,,,,,26.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.8,5,-,US and Canada,0,0,0,113
Stanczyk 2016.pdf,423043,control condition,2025,12.1,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,59.6,19,-,0,0,0,721
Stanczyk 2016.pdf,423043,text-based computer tailoring group,2024,14,,,,,26.1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,45.4,60.9,18.7,-,0,0,0,708
Stanczyk 2016.pdf,423043,video-based computer tailoring,2023,14.6,,,,,26.1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.5,62.2,19,-,0,0,0,670
Stanton 2015.pdf,423124,Brief advice (enhanced standard care [ESC]),1947,7,,,,,52.2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,45,36,-,United States,1,0,0,148
Stanton 2015.pdf,423124,Tailored intervention (Aurora),1946,6,,,,,52.2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,45,36,-,United States,1,0,0,154
Stein 2006a possible primary.pdf,263263,Maximum,383,6.4,,,,,26.1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,39.9,48.2,26.3,-,0,1,1,191
Stein 2006a possible primary.pdf,263263,Minimum,384,5.8,,,,,26.1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,40.3,45.8,27.2,-,0,1,1,192
Steinberg 2018.pdf,437568,Placebo,2620,0.2,,,,,26.1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.68,55.6,-,-,0,1,1,28
Steinberg 2018.pdf,437568,Varenicline,2619,0.38,,,,,26.1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.08,53.8,-,-,0,1,1,25
Stewart_1982_The impact of routine advice on.pdf,252909,Questionnaire and Advice,81,3.1,,,,,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,Canada,0,0,0,345
Stewart_1982_The impact of routine advice on.pdf,252909,Questionnaire (Control),82,3.1,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,Canada,0,0,0,187
Stewart_1982_The impact of routine advice on.pdf,252909,"Questionnaire, Advice and Pamphlet",80,-,4.3,,1,,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,-,-,Canada,0,0,0,159
Stotts 2002.pdf,296320,Experimental group,591,12.2,,,,,26.1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,28.6,-,-,United Kingdom,0,0,0,84
Stotts 2002.pdf,296320,Control,594,17.1,,,,,26.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,28.1,-,-,United Kingdom,0,0,0,82
Sussman 2007.pdf,319605,Project EX,680,-,,1,,,4.35,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,16.5,37.3,-,Guatemala,0,0,0,375
Sussman 2007.pdf,319605,Control,681,-,,1,,,4.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,37.3,-,Guatemala,0,0,0,335
Sutton 2007.pdf,296479,Control,854,13.7,,,,,26.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37.7,66.9,20.6,United Kingdom,0,0,0,743
Sutton 2007.pdf,296479,Intervention,853,14.5,,,,,26.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38.4,64.8,20.5,United Kingdom,0,0,0,765
Swan 2003a.pdf,296321,300mg buproprion +  Zyban Advantage Plan (ZAP),595,25.7,,,,,52.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,44.5,53.2,23.2,United States,0,0,0,378
Swan 2003a.pdf,296321,300mg buproprion + Free & Clear (FC),596,33.2,,,,,52.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,44.6,56.4,23.1,United States,0,0,0,383
Swan 2003a.pdf,296321,150mg buproprion + FC,598,31.4,,,,,52.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,46.1,59.7,23.8,United States,0,0,0,382
Swan 2003a.pdf,296321,150mg bupriorion + ZAP,597,23.6,,,,,52.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45,60.4,22.7,United States,0,0,0,381
Swan 2010.pdf,296323,PTC,600,30.6,,,,,26.1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,47,65.2,19.5,United States,0,1,1,402
Swan 2010.pdf,296323,Web,601,27.4,,,,,26.1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,47.1,66.8,19.8,United States,0,1,1,401
Swan 2010.pdf,296323,proactive telephone-based counseling (PTC)Web,599,30.3,,,,,26.1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,47.9,68.7,19.8,United States,0,1,1,399
Taylor 1996.pdf,263269,Intervention,387,31,,,,,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,-,45,21.6,-,0,0,0,315
Taylor 1996.pdf,263269,Usual care,388,21,,,,,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,45,21.4,-,0,0,0,313
The Preloading Investigators 2018.pdf,423138,Preloading arm,2049,14,,,,,52.2,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,49.1,47.4,19.1,England,0,1,1,899
The Preloading Investigators 2018.pdf,423138,Control arm,2050,11.3,,,,,52.2,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,48.8,47.3,18.7,England,0,1,1,893
Thorley 2019.pdf,437472,Intervention,2354,13.9,,,,,13.05,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,53.96,35.64,-,UK,0,0,0,202
Thorley 2019.pdf,437472,Comparator,2355,14.4,,,,,13.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,55.58,42.57,-,UK,0,0,0,202
Tong 2018.pdf,437572,Moderate-intensity,2634,20.7,,,,,52.2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,53.2,-,11.7,Mexico,0,0,0,94
Tong 2018.pdf,437572,Brief-intensity,2635,20,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.4,-,12,Mexico,0,0,0,109
Tonnesen 1996.pdf,296374,Control group,447,1.2,,,,,4.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,0,1,1,253
Tonnesen 1996.pdf,296374,Motivational group,446,3.1,,,,,4.35,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-,-,-,-,0,1,1,254
Tonnesen 2006.pdf,296375,Placebo + low support,1039,5,,,,,52.2,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,62.5,-,20.2,-,0,1,1,88
Tonnesen 2006.pdf,296375,Placebo + high support,1038,6,,,,,52.2,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,61.2,-,19.9,-,0,1,1,97
Tonnesen 2006.pdf,296375,Nicotine + high support,448,14,,,,,52.2,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,61.3,-,18.3,-,0,1,1,90
Tonnesen 2006.pdf,296375,Nicotine + low support,449,14,,,,,52.2,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,59.2,-,20.1,-,0,1,1,95
Tseng 2017.pdf,436365,Standard Care (SC),2663,3.7,5.7,,1,,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,46.64,18.9,15.1,-,0,1,1,53
Tseng 2017.pdf,436365,TM plus cell phone-delivered adherence-focused motivational and behavioral therapy (SC+TM+ABT),2661,15.7,,,,,12,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,47.76,17.6,15.3,-,0,1,1,51
Tseng 2017.pdf,436365,SC + Text Message Support (SC+TM),2662,-,3.7,,1,,12,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,46,18.5,14.2,-,0,1,1,54
Tulloch 2016.pdf,423141,NRT+ group,2054,12.4,,,,,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.57,46.5,24,United States,1,0,1,233
Tulloch 2016.pdf,423141,NRT group,2055,10,,,,,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.13,44.1,22.4,United States,1,0,1,230
Tulloch 2016.pdf,423141,VR group,2053,15.3,,,,,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,49.11,48.6,23.3,United States,1,0,1,236
Twardella 2007 primary paper.pdf,263270,Training and medication (TM),390,12,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,-,49,-,Germany,0,0,0,144
Twardella 2007 primary paper.pdf,263270,"Training, medication and incentives (TM + TI)",389,15,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,-,55,-,Germany,0,0,0,221
Twardella 2007 primary paper.pdf,263270,Usual care,392,3,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,-,50,-,Germany,0,0,0,76
Twardella 2007 primary paper.pdf,263270,Training and incentives (TI),391,3,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,-,51,-,Germany,0,0,0,146
